
TASKTYPE,ECCMAGNITUDE,TRIAL,RT,CUE,CUEVALIDITY,STIMCOLOR,STIMLOC,RESPONSE,CORRECTRESPONSE,ACCURACY,STIMWAITTIME,TAG,RULES
ENDOATTNTASK,7 DVA,103,370,>,VALID 80%,Green,7,J,J,CORRECT,1230,Draft,EPIC
ENDOATTNTASK,7 DVA,104,347,<,VALID 80%,Green,-7,J,J,CORRECT,903,Draft,EPIC
ENDOATTNTASK,7 DVA,105,464,>,INVALID 20%,Green,-7,J,J,CORRECT,686,Draft,EPIC
ENDOATTNTASK,7 DVA,106,531,+,NEUTRAL 50%,Red,7,F,F,CORRECT,919,Draft,EPIC
ENDOATTNTASK,7 DVA,107,356,>,VALID 80%,Red,7,F,F,CORRECT,544,Draft,EPIC
ENDOATTNTASK,7 DVA,108,435,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,915,Draft,EPIC
ENDOATTNTASK,7 DVA,109,556,<,INVALID 20%,Red,7,F,F,CORRECT,994,Draft,EPIC
ENDOATTNTASK,7 DVA,110,330,<,VALID 80%,Blue,-7,F,F,CORRECT,1070,Draft,EPIC
ENDOATTNTASK,7 DVA,111,443,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1057,Draft,EPIC
ENDOATTNTASK,7 DVA,112,340,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1010,Draft,EPIC
ENDOATTNTASK,7 DVA,113,457,<,VALID 80%,Red,-7,F,F,CORRECT,593,Draft,EPIC
ENDOATTNTASK,7 DVA,114,343,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1107,Draft,EPIC
ENDOATTNTASK,7 DVA,115,445,<,VALID 80%,Green,-7,J,J,CORRECT,855,Draft,EPIC
ENDOATTNTASK,7 DVA,116,338,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,762,Draft,EPIC
ENDOATTNTASK,7 DVA,117,438,<,VALID 80%,Blue,-7,F,F,CORRECT,562,Draft,EPIC
ENDOATTNTASK,7 DVA,118,430,>,VALID 80%,Green,7,J,J,CORRECT,520,Draft,EPIC
ENDOATTNTASK,7 DVA,119,348,>,VALID 80%,Green,7,J,J,CORRECT,1002,Draft,EPIC
ENDOATTNTASK,7 DVA,120,440,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,910,Draft,EPIC
ENDOATTNTASK,7 DVA,121,432,<,VALID 80%,Yellow,-7,J,J,CORRECT,1218,Draft,EPIC
ENDOATTNTASK,7 DVA,122,415,<,INVALID 20%,Yellow,7,J,J,CORRECT,585,Draft,EPIC
ENDOATTNTASK,7 DVA,123,336,<,VALID 80%,Yellow,-7,J,J,CORRECT,664,Draft,EPIC
ENDOATTNTASK,7 DVA,124,432,>,VALID 80%,Red,7,F,F,CORRECT,718,Draft,EPIC
ENDOATTNTASK,7 DVA,125,366,>,VALID 80%,Blue,7,F,F,CORRECT,1184,Draft,EPIC
ENDOATTNTASK,7 DVA,126,536,>,INVALID 20%,Yellow,-7,J,J,CORRECT,514,Draft,EPIC
ENDOATTNTASK,7 DVA,127,434,<,VALID 80%,Blue,-7,F,F,CORRECT,666,Draft,EPIC
ENDOATTNTASK,7 DVA,128,445,>,INVALID 20%,Red,-7,F,F,CORRECT,705,Draft,EPIC
ENDOATTNTASK,7 DVA,129,446,>,INVALID 20%,Red,-7,F,F,CORRECT,504,Draft,EPIC
ENDOATTNTASK,7 DVA,130,455,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1195,Draft,EPIC
ENDOATTNTASK,7 DVA,131,443,>,VALID 80%,Green,7,J,J,CORRECT,807,Draft,EPIC
ENDOATTNTASK,7 DVA,132,417,<,INVALID 20%,Green,7,J,J,CORRECT,1183,Draft,EPIC
ENDOATTNTASK,7 DVA,133,444,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1006,Draft,EPIC
ENDOATTNTASK,7 DVA,134,339,<,VALID 80%,Yellow,-7,J,J,CORRECT,1111,Draft,EPIC
ENDOATTNTASK,7 DVA,135,534,>,INVALID 20%,Blue,-7,F,F,CORRECT,816,Draft,EPIC
ENDOATTNTASK,7 DVA,136,450,<,VALID 80%,Yellow,-7,J,J,CORRECT,1150,Draft,EPIC
ENDOATTNTASK,7 DVA,137,468,>,VALID 80%,Blue,7,F,F,CORRECT,582,Draft,EPIC
ENDOATTNTASK,7 DVA,138,428,>,INVALID 20%,Blue,-7,F,F,CORRECT,1072,Draft,EPIC
ENDOATTNTASK,7 DVA,139,440,<,VALID 80%,Yellow,-7,J,J,CORRECT,1060,Draft,EPIC
ENDOATTNTASK,7 DVA,140,326,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,874,Draft,EPIC
ENDOATTNTASK,7 DVA,141,564,>,INVALID 20%,Red,-7,F,F,CORRECT,636,Draft,EPIC
ENDOATTNTASK,7 DVA,142,377,>,VALID 80%,Blue,7,F,F,CORRECT,673,Draft,EPIC
ENDOATTNTASK,7 DVA,143,420,>,INVALID 20%,Red,-7,F,F,CORRECT,830,Draft,EPIC
ENDOATTNTASK,7 DVA,144,474,>,VALID 80%,Green,7,J,J,CORRECT,1176,Draft,EPIC
ENDOATTNTASK,7 DVA,145,441,<,VALID 80%,Blue,-7,F,F,CORRECT,1059,Draft,EPIC
ENDOATTNTASK,7 DVA,146,427,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,623,Draft,EPIC
ENDOATTNTASK,7 DVA,147,344,<,VALID 80%,Yellow,-7,J,J,CORRECT,706,Draft,EPIC
ENDOATTNTASK,7 DVA,148,467,>,VALID 80%,Blue,7,F,F,CORRECT,883,Draft,EPIC
ENDOATTNTASK,7 DVA,149,464,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1286,Draft,EPIC
ENDOATTNTASK,7 DVA,150,360,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,990,Draft,EPIC
ENDOATTNTASK,7 DVA,151,357,>,VALID 80%,Green,7,J,J,CORRECT,1193,Draft,EPIC
ENDOATTNTASK,7 DVA,152,459,<,VALID 80%,Blue,-7,F,F,CORRECT,541,Draft,EPIC
ENDOATTNTASK,7 DVA,153,334,>,VALID 80%,Red,7,F,F,CORRECT,1066,Draft,EPIC
ENDOATTNTASK,7 DVA,154,363,>,VALID 80%,Red,7,F,F,CORRECT,637,Draft,EPIC
ENDOATTNTASK,7 DVA,155,456,<,VALID 80%,Yellow,-7,J,J,CORRECT,1144,Draft,EPIC
ENDOATTNTASK,7 DVA,156,365,>,VALID 80%,Yellow,7,J,J,CORRECT,1185,Draft,EPIC
ENDOATTNTASK,7 DVA,157,449,>,VALID 80%,Blue,7,F,F,CORRECT,1101,Draft,EPIC
ENDOATTNTASK,7 DVA,158,449,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1201,Draft,EPIC
ENDOATTNTASK,7 DVA,159,419,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1081,Draft,EPIC
ENDOATTNTASK,7 DVA,160,423,<,INVALID 20%,Green,7,J,J,CORRECT,1027,Draft,EPIC
ENDOATTNTASK,7 DVA,161,544,<,INVALID 20%,Red,7,F,F,CORRECT,956,Draft,EPIC
ENDOATTNTASK,7 DVA,162,427,<,INVALID 20%,Red,7,F,F,CORRECT,1273,Draft,EPIC
ENDOATTNTASK,7 DVA,163,432,<,INVALID 20%,Red,7,F,F,CORRECT,668,Draft,EPIC
ENDOATTNTASK,7 DVA,164,524,>,INVALID 20%,Green,-7,J,J,CORRECT,1176,Draft,EPIC
ENDOATTNTASK,7 DVA,165,440,>,VALID 80%,Red,7,F,F,CORRECT,560,Draft,EPIC
ENDOATTNTASK,7 DVA,166,448,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1052,Draft,EPIC
ENDOATTNTASK,7 DVA,167,352,<,VALID 80%,Red,-7,F,F,CORRECT,948,Draft,EPIC
ENDOATTNTASK,7 DVA,168,332,<,VALID 80%,Blue,-7,F,F,CORRECT,1018,Draft,EPIC
ENDOATTNTASK,7 DVA,169,417,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,833,Draft,EPIC
ENDOATTNTASK,7 DVA,170,448,<,INVALID 20%,Blue,7,F,F,CORRECT,1102,Draft,EPIC
ENDOATTNTASK,7 DVA,171,337,<,VALID 80%,Blue,-7,F,F,CORRECT,1213,Draft,EPIC
ENDOATTNTASK,7 DVA,172,459,>,VALID 80%,Yellow,7,J,J,CORRECT,841,Draft,EPIC
ENDOATTNTASK,7 DVA,173,322,<,VALID 80%,Yellow,-7,J,J,CORRECT,978,Draft,EPIC
ENDOATTNTASK,7 DVA,174,372,>,VALID 80%,Green,7,J,J,CORRECT,678,Draft,EPIC
ENDOATTNTASK,7 DVA,175,435,<,INVALID 20%,Green,7,J,J,CORRECT,1165,Draft,EPIC
ENDOATTNTASK,7 DVA,176,468,>,VALID 80%,Red,7,F,F,CORRECT,732,Draft,EPIC
ENDOATTNTASK,7 DVA,177,528,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1022,Draft,EPIC
ENDOATTNTASK,7 DVA,178,454,<,VALID 80%,Blue,-7,F,F,CORRECT,1046,Draft,EPIC
ENDOATTNTASK,7 DVA,179,351,>,VALID 80%,Red,7,F,F,CORRECT,599,Draft,EPIC
ENDOATTNTASK,7 DVA,180,526,>,INVALID 20%,Green,-7,J,J,CORRECT,1024,Draft,EPIC
ENDOATTNTASK,7 DVA,181,447,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1103,Draft,EPIC
ENDOATTNTASK,7 DVA,182,536,<,INVALID 20%,Yellow,7,J,J,CORRECT,764,Draft,EPIC
ENDOATTNTASK,7 DVA,183,331,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1269,Draft,EPIC
ENDOATTNTASK,7 DVA,184,460,>,VALID 80%,Blue,7,F,F,CORRECT,940,Draft,EPIC
ENDOATTNTASK,7 DVA,185,459,>,VALID 80%,Yellow,7,J,J,CORRECT,1191,Draft,EPIC
ENDOATTNTASK,7 DVA,186,338,>,VALID 80%,Yellow,7,J,J,CORRECT,1212,Draft,EPIC
ENDOATTNTASK,7 DVA,187,531,<,INVALID 20%,Blue,7,F,F,CORRECT,919,Draft,EPIC
ENDOATTNTASK,7 DVA,188,409,+,NEUTRAL 50%,Red,7,F,F,CORRECT,991,Draft,EPIC
ENDOATTNTASK,7 DVA,189,369,>,VALID 80%,Red,7,F,F,CORRECT,1181,Draft,EPIC
ENDOATTNTASK,7 DVA,190,419,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,631,Draft,EPIC
ENDOATTNTASK,7 DVA,191,468,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1082,Draft,EPIC
ENDOATTNTASK,7 DVA,192,336,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1264,Draft,EPIC
ENDOATTNTASK,7 DVA,193,428,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,972,Draft,EPIC
ENDOATTNTASK,7 DVA,194,448,<,VALID 80%,Yellow,-7,J,J,CORRECT,502,Draft,EPIC
ENDOATTNTASK,7 DVA,195,449,>,VALID 80%,Red,7,F,F,CORRECT,1101,Draft,EPIC
ENDOATTNTASK,7 DVA,196,558,>,INVALID 20%,Green,-7,J,J,CORRECT,592,Draft,EPIC
ENDOATTNTASK,7 DVA,197,452,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,948,Draft,EPIC
ENDOATTNTASK,7 DVA,198,448,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,752,Draft,EPIC
ENDOATTNTASK,7 DVA,199,439,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,561,Draft,EPIC
ENDOATTNTASK,7 DVA,200,430,<,VALID 80%,Green,-7,J,J,CORRECT,570,Draft,EPIC
ENDOATTNTASK,7 DVA,1,487,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1237,Draft,EPIC
ENDOATTNTASK,7 DVA,2,426,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1274,Draft,EPIC
ENDOATTNTASK,7 DVA,3,453,>,VALID 80%,Blue,7,F,F,CORRECT,1097,Draft,EPIC
ENDOATTNTASK,7 DVA,4,427,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,673,Draft,EPIC
ENDOATTNTASK,7 DVA,5,424,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,826,Draft,EPIC
ENDOATTNTASK,7 DVA,6,424,<,VALID 80%,Red,-7,F,F,CORRECT,676,Draft,EPIC
ENDOATTNTASK,7 DVA,7,552,<,INVALID 20%,Yellow,7,J,J,CORRECT,1248,Draft,EPIC
ENDOATTNTASK,7 DVA,8,462,>,VALID 80%,Red,7,F,F,CORRECT,888,Draft,EPIC
ENDOATTNTASK,7 DVA,9,509,<,INVALID 20%,Green,7,J,J,CORRECT,641,Draft,EPIC
ENDOATTNTASK,7 DVA,10,344,<,VALID 80%,Yellow,-7,J,J,CORRECT,656,Draft,EPIC
ENDOATTNTASK,7 DVA,11,323,<,VALID 80%,Green,-7,J,J,CORRECT,527,Draft,EPIC
ENDOATTNTASK,7 DVA,12,436,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1164,Draft,EPIC
ENDOATTNTASK,7 DVA,13,350,<,VALID 80%,Yellow,-7,J,J,CORRECT,800,Draft,EPIC
ENDOATTNTASK,7 DVA,14,436,<,VALID 80%,Blue,-7,F,F,CORRECT,764,Draft,EPIC
ENDOATTNTASK,7 DVA,15,466,>,VALID 80%,Yellow,7,J,J,CORRECT,934,Draft,EPIC
ENDOATTNTASK,7 DVA,16,422,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1278,Draft,EPIC
ENDOATTNTASK,7 DVA,17,433,>,VALID 80%,Yellow,7,J,J,CORRECT,867,Draft,EPIC
ENDOATTNTASK,7 DVA,18,343,>,VALID 80%,Yellow,7,J,J,CORRECT,707,Draft,EPIC
ENDOATTNTASK,7 DVA,19,449,<,VALID 80%,Red,-7,F,F,CORRECT,651,Draft,EPIC
ENDOATTNTASK,7 DVA,20,425,<,VALID 80%,Yellow,-7,J,J,CORRECT,1225,Draft,EPIC
ENDOATTNTASK,7 DVA,21,441,>,INVALID 20%,Green,-7,J,J,CORRECT,609,Draft,EPIC
ENDOATTNTASK,7 DVA,22,436,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,564,Draft,EPIC
ENDOATTNTASK,7 DVA,23,452,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,998,Draft,EPIC
ENDOATTNTASK,7 DVA,24,366,>,VALID 80%,Yellow,7,J,J,CORRECT,584,Draft,EPIC
ENDOATTNTASK,7 DVA,25,456,<,VALID 80%,Blue,-7,F,F,CORRECT,894,Draft,EPIC
ENDOATTNTASK,7 DVA,26,369,>,VALID 80%,Blue,7,F,F,CORRECT,731,Draft,EPIC
ENDOATTNTASK,7 DVA,27,445,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,655,Draft,EPIC
ENDOATTNTASK,7 DVA,28,455,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,845,Draft,EPIC
ENDOATTNTASK,7 DVA,29,358,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,792,Draft,EPIC
ENDOATTNTASK,7 DVA,30,333,<,VALID 80%,Green,-7,J,J,CORRECT,1267,Draft,EPIC
ENDOATTNTASK,7 DVA,31,329,<,VALID 80%,Green,-7,J,J,CORRECT,571,Draft,EPIC
ENDOATTNTASK,7 DVA,32,353,>,VALID 80%,Green,7,J,J,CORRECT,547,Draft,EPIC
ENDOATTNTASK,7 DVA,33,446,>,INVALID 20%,Green,-7,J,J,CORRECT,954,Draft,EPIC
ENDOATTNTASK,7 DVA,34,438,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1212,Draft,EPIC
ENDOATTNTASK,7 DVA,35,537,>,INVALID 20%,Red,-7,F,F,CORRECT,813,Draft,EPIC
ENDOATTNTASK,7 DVA,36,461,>,VALID 80%,Yellow,7,J,J,CORRECT,1189,Draft,EPIC
ENDOATTNTASK,7 DVA,37,327,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1023,Draft,EPIC
ENDOATTNTASK,7 DVA,38,334,<,VALID 80%,Yellow,-7,J,J,CORRECT,816,Draft,EPIC
ENDOATTNTASK,7 DVA,39,455,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,995,Draft,EPIC
ENDOATTNTASK,7 DVA,40,435,<,INVALID 20%,Blue,7,F,F,CORRECT,1065,Draft,EPIC
ENDOATTNTASK,7 DVA,41,450,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,750,Draft,EPIC
ENDOATTNTASK,7 DVA,42,438,<,VALID 80%,Blue,-7,F,F,CORRECT,1162,Draft,EPIC
ENDOATTNTASK,7 DVA,43,365,<,VALID 80%,Blue,-7,F,F,CORRECT,735,Draft,EPIC
ENDOATTNTASK,7 DVA,44,554,<,INVALID 20%,Green,7,J,J,CORRECT,1046,Draft,EPIC
ENDOATTNTASK,7 DVA,45,447,<,VALID 80%,Red,-7,F,F,CORRECT,503,Draft,EPIC
ENDOATTNTASK,7 DVA,46,331,>,VALID 80%,Blue,7,F,F,CORRECT,519,Draft,EPIC
ENDOATTNTASK,7 DVA,47,367,<,VALID 80%,Blue,-7,F,F,CORRECT,1283,Draft,EPIC
ENDOATTNTASK,7 DVA,48,468,>,VALID 80%,Green,7,J,J,CORRECT,1182,Draft,EPIC
ENDOATTNTASK,7 DVA,49,422,<,INVALID 20%,Yellow,7,J,J,CORRECT,1078,Draft,EPIC
ENDOATTNTASK,7 DVA,50,440,<,VALID 80%,Red,-7,F,F,CORRECT,1160,Draft,EPIC
ENDOATTNTASK,7 DVA,51,509,+,NEUTRAL 50%,Green,7,J,J,CORRECT,591,Draft,EPIC
ENDOATTNTASK,7 DVA,52,417,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1183,Draft,EPIC
ENDOATTNTASK,7 DVA,53,355,<,VALID 80%,Green,-7,J,J,CORRECT,595,Draft,EPIC
ENDOATTNTASK,7 DVA,54,351,>,VALID 80%,Green,7,J,J,CORRECT,1199,Draft,EPIC
ENDOATTNTASK,7 DVA,55,468,>,VALID 80%,Red,7,F,F,CORRECT,782,Draft,EPIC
ENDOATTNTASK,7 DVA,56,458,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1142,Draft,EPIC
ENDOATTNTASK,7 DVA,57,349,>,VALID 80%,Yellow,7,J,J,CORRECT,1051,Draft,EPIC
ENDOATTNTASK,7 DVA,58,442,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1058,Draft,EPIC
ENDOATTNTASK,7 DVA,59,530,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1070,Draft,EPIC
ENDOATTNTASK,7 DVA,60,363,<,VALID 80%,Blue,-7,F,F,CORRECT,1287,Draft,EPIC
ENDOATTNTASK,7 DVA,61,534,>,INVALID 20%,Yellow,-7,J,J,CORRECT,566,Draft,EPIC
ENDOATTNTASK,7 DVA,62,373,>,VALID 80%,Green,7,J,J,CORRECT,677,Draft,EPIC
ENDOATTNTASK,7 DVA,63,330,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1270,Draft,EPIC
ENDOATTNTASK,7 DVA,64,446,>,VALID 80%,Blue,7,F,F,CORRECT,804,Draft,EPIC
ENDOATTNTASK,7 DVA,65,348,<,VALID 80%,Red,-7,F,F,CORRECT,752,Draft,EPIC
ENDOATTNTASK,7 DVA,66,351,<,VALID 80%,Red,-7,F,F,CORRECT,1149,Draft,EPIC
ENDOATTNTASK,7 DVA,67,527,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1023,Draft,EPIC
ENDOATTNTASK,7 DVA,68,453,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,897,Draft,EPIC
ENDOATTNTASK,7 DVA,69,341,<,VALID 80%,Blue,-7,F,F,CORRECT,709,Draft,EPIC
ENDOATTNTASK,7 DVA,70,461,>,VALID 80%,Green,7,J,J,CORRECT,989,Draft,EPIC
ENDOATTNTASK,7 DVA,71,475,>,VALID 80%,Blue,7,F,F,CORRECT,625,Draft,EPIC
ENDOATTNTASK,7 DVA,72,346,<,VALID 80%,Blue,-7,F,F,CORRECT,1204,Draft,EPIC
ENDOATTNTASK,7 DVA,73,453,>,INVALID 20%,Blue,-7,F,F,CORRECT,647,Draft,EPIC
ENDOATTNTASK,7 DVA,74,322,<,VALID 80%,Blue,-7,F,F,CORRECT,828,Draft,EPIC
ENDOATTNTASK,7 DVA,75,460,>,VALID 80%,Yellow,7,J,J,CORRECT,890,Draft,EPIC
ENDOATTNTASK,7 DVA,76,359,<,VALID 80%,Yellow,-7,J,J,CORRECT,1141,Draft,EPIC
ENDOATTNTASK,7 DVA,77,379,>,VALID 80%,Yellow,7,J,J,CORRECT,621,Draft,EPIC
ENDOATTNTASK,7 DVA,78,425,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1075,Draft,EPIC
ENDOATTNTASK,7 DVA,79,425,>,INVALID 20%,Red,-7,F,F,CORRECT,1075,Draft,EPIC
ENDOATTNTASK,7 DVA,80,340,<,VALID 80%,Blue,-7,F,F,CORRECT,1110,Draft,EPIC
ENDOATTNTASK,7 DVA,81,443,<,VALID 80%,Green,-7,J,J,CORRECT,757,Draft,EPIC
ENDOATTNTASK,7 DVA,82,436,>,INVALID 20%,Yellow,-7,J,J,CORRECT,514,Draft,EPIC
ENDOATTNTASK,7 DVA,83,436,>,VALID 80%,Blue,7,F,F,CORRECT,864,Draft,EPIC
ENDOATTNTASK,7 DVA,84,431,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1119,Draft,EPIC
ENDOATTNTASK,7 DVA,85,451,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1199,Draft,EPIC
ENDOATTNTASK,7 DVA,86,327,<,VALID 80%,Red,-7,F,F,CORRECT,723,Draft,EPIC
ENDOATTNTASK,7 DVA,87,547,+,NEUTRAL 50%,Green,7,J,J,CORRECT,703,Draft,EPIC
ENDOATTNTASK,7 DVA,88,340,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1260,Draft,EPIC
ENDOATTNTASK,7 DVA,89,357,<,VALID 80%,Yellow,-7,J,J,CORRECT,593,Draft,EPIC
ENDOATTNTASK,7 DVA,90,441,<,INVALID 20%,Green,7,J,J,CORRECT,1259,Draft,EPIC
ENDOATTNTASK,7 DVA,91,460,<,VALID 80%,Blue,-7,F,F,CORRECT,1240,Draft,EPIC
ENDOATTNTASK,7 DVA,92,535,<,INVALID 20%,Yellow,7,J,J,CORRECT,1265,Draft,EPIC
ENDOATTNTASK,7 DVA,93,368,<,VALID 80%,Green,-7,J,J,CORRECT,632,Draft,EPIC
ENDOATTNTASK,7 DVA,94,365,<,VALID 80%,Green,-7,J,J,CORRECT,735,Draft,EPIC
ENDOATTNTASK,7 DVA,95,444,<,VALID 80%,Blue,-7,F,F,CORRECT,1056,Draft,EPIC
ENDOATTNTASK,7 DVA,96,475,>,VALID 80%,Yellow,7,J,J,CORRECT,1025,Draft,EPIC
ENDOATTNTASK,7 DVA,97,328,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,872,Draft,EPIC
ENDOATTNTASK,7 DVA,98,530,>,INVALID 20%,Red,-7,F,F,CORRECT,1170,Draft,EPIC
ENDOATTNTASK,7 DVA,99,360,>,VALID 80%,Blue,7,F,F,CORRECT,1240,Draft,EPIC
ENDOATTNTASK,7 DVA,100,363,<,VALID 80%,Red,-7,F,F,CORRECT,1187,Draft,EPIC
ENDOATTNTASK,7 DVA,101,360,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,990,Draft,EPIC
ENDOATTNTASK,7 DVA,102,351,<,VALID 80%,Blue,-7,F,F,CORRECT,1299,Draft,EPIC
ENDOATTNTASK,7 DVA,103,337,<,VALID 80%,Blue,-7,F,F,CORRECT,763,Draft,EPIC
ENDOATTNTASK,7 DVA,104,470,<,VALID 80%,Green,-7,J,J,CORRECT,830,Draft,EPIC
ENDOATTNTASK,7 DVA,105,460,>,VALID 80%,Red,7,F,F,CORRECT,1090,Draft,EPIC
ENDOATTNTASK,7 DVA,106,339,<,VALID 80%,Blue,-7,F,F,CORRECT,1111,Draft,EPIC
ENDOATTNTASK,7 DVA,107,367,>,VALID 80%,Red,7,F,F,CORRECT,933,Draft,EPIC
ENDOATTNTASK,7 DVA,108,414,+,NEUTRAL 50%,Red,7,F,F,CORRECT,636,Draft,EPIC
ENDOATTNTASK,7 DVA,109,556,<,INVALID 20%,Yellow,7,J,J,CORRECT,894,Draft,EPIC
ENDOATTNTASK,7 DVA,110,461,>,VALID 80%,Red,7,F,F,CORRECT,639,Draft,EPIC
ENDOATTNTASK,7 DVA,111,370,>,VALID 80%,Blue,7,F,F,CORRECT,680,Draft,EPIC
ENDOATTNTASK,7 DVA,112,436,>,VALID 80%,Green,7,J,J,CORRECT,514,Draft,EPIC
ENDOATTNTASK,7 DVA,113,351,>,VALID 80%,Green,7,J,J,CORRECT,799,Draft,EPIC
ENDOATTNTASK,7 DVA,114,371,>,VALID 80%,Green,7,J,J,CORRECT,1029,Draft,EPIC
ENDOATTNTASK,7 DVA,115,513,<,INVALID 20%,Red,7,F,F,CORRECT,637,Draft,EPIC
ENDOATTNTASK,7 DVA,116,440,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,960,Draft,EPIC
ENDOATTNTASK,7 DVA,117,368,<,VALID 80%,Red,-7,F,F,CORRECT,782,Draft,EPIC
ENDOATTNTASK,7 DVA,118,425,<,INVALID 20%,Red,7,F,F,CORRECT,1225,Draft,EPIC
ENDOATTNTASK,7 DVA,119,434,>,VALID 80%,Yellow,7,J,J,CORRECT,866,Draft,EPIC
ENDOATTNTASK,7 DVA,120,359,<,VALID 80%,Yellow,-7,J,J,CORRECT,1291,Draft,EPIC
ENDOATTNTASK,7 DVA,121,331,>,VALID 80%,Yellow,7,J,J,CORRECT,1269,Draft,EPIC
ENDOATTNTASK,7 DVA,122,526,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1074,Draft,EPIC
ENDOATTNTASK,7 DVA,123,344,>,VALID 80%,Red,7,F,F,CORRECT,1206,Draft,EPIC
ENDOATTNTASK,7 DVA,124,550,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1150,Draft,EPIC
ENDOATTNTASK,7 DVA,125,456,>,VALID 80%,Blue,7,F,F,CORRECT,1294,Draft,EPIC
ENDOATTNTASK,7 DVA,126,373,>,VALID 80%,Blue,7,F,F,CORRECT,1177,Draft,EPIC
ENDOATTNTASK,7 DVA,127,463,>,VALID 80%,Green,7,J,J,CORRECT,737,Draft,EPIC
ENDOATTNTASK,7 DVA,128,362,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1188,Draft,EPIC
ENDOATTNTASK,7 DVA,129,431,<,VALID 80%,Blue,-7,F,F,CORRECT,819,Draft,EPIC
ENDOATTNTASK,7 DVA,130,353,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1247,Draft,EPIC
ENDOATTNTASK,7 DVA,131,444,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,806,Draft,EPIC
ENDOATTNTASK,7 DVA,132,449,>,INVALID 20%,Red,-7,F,F,CORRECT,951,Draft,EPIC
ENDOATTNTASK,7 DVA,133,359,>,VALID 80%,Blue,7,F,F,CORRECT,791,Draft,EPIC
ENDOATTNTASK,7 DVA,134,340,<,VALID 80%,Red,-7,F,F,CORRECT,760,Draft,EPIC
ENDOATTNTASK,7 DVA,135,324,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,926,Draft,EPIC
ENDOATTNTASK,7 DVA,136,437,>,INVALID 20%,Blue,-7,F,F,CORRECT,963,Draft,EPIC
ENDOATTNTASK,7 DVA,137,330,<,VALID 80%,Blue,-7,F,F,CORRECT,520,Draft,EPIC
